Ticker,Description,Last,Change,%,Change,Rating,Volume,Market,Capitalization,Price,to,Earnings,Ratio,(TTM),Basic,EPS,(TTM),Number,of,Employees,Sector
ALLT,Allot,Ltd.,15.21,1.33244504,0.2,Neutral,493084,542298187.640625,,-0.3377,676,Electronic,Technology,,,,,,,,
ALLY,Ally,Financial,Inc.,52.835,3.53713502,1.805,Strong,Buy,11065174,19049223701.0978,6.90476504,7.6449,9500,Finance,,,,,,,
ALLY/PA,"GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2",25.2801,-5.33570492,-1.4249,Strong,Sell,702739,,,,,Finance,,,,,,,,,
ALNA,"Allena Pharmaceuticals, Inc.",0.9685,-5.97087379,-0.0615,Sell,3478453,77616289.1359375,,-0.9182,41,Health,Technology,,,,,,,,,
ALNY,"Alnylam Pharmaceuticals, Inc.",190.14,0.31126352,0.59,Buy,1463095,22597700097.8948,,-7.5986,1453,Health,Technology,,,,,,,,,
ALPN,"Alpine Immune Sciences, Inc.",10,10.74197121,0.97,Buy,205032,239148799.184506,,-1.4491,57,Health,Technology,,,,,,,,,
ALRM,"Alarm.com Holdings, Inc.",82.8,3.99397136,3.18,Neutral,656462,4131967233.91589,51.88981825,1.6556,1404,Technology,Services,,,,,,,,,
ALRN,"Aileron Therapeutics, Inc.",1.0624,-16.34645669,-0.2076,Strong,Sell,4207798,96204358.0438261,,-0.3945,8,Health,Technology,,,,,,,,
ALSN,"Allison Transmission Holdings, Inc.",36.17,0.38856508,0.14,Sell,2769474,3825160182.61333,11.1838101,3.3072,3300,Producer,Manufacturing,,,,,,,,,
ALT,"Altimmune, Inc.",16.285,-3.12314099,-0.525,Buy,4614308,646610332.249849,,-1.8058,43,Health,Technology,,,,,,,,,
ALTO,"Alto Ingredients, Inc.",4.98,8.73362445,0.4,Sell,7270640,362581162.481482,44.14168937,0.1261,370,Process,Industries,,,,,,,,,
ALTR,Altair,Engineering,Inc.,75.29,1.88092016,1.39,Buy,568902,5686401389.44945,,-0.0753,2700,Technology,Services,,,,,,,
ALTU,Altitude,Acquisition,Corp.,9.8306,-0.19695431,-0.0194,Neutral,29424,368647505.994268,67.16723549,0.1465,4,Finance,,,,,,,,
ALV,"Autoliv, Inc.",84.84,-1.73731758,-1.5,Sell,1805234,7421125939.27112,14.08513769,6.269,61000,Producer,Manufacturing,,,,,,,,,
ALVR,"AlloVir, Inc.",22.9258,5.74630996,1.2458,Buy,796250,1406718831.30221,,-2.0906,53,Health,Technology,,,,,,,,,
ALXO,ALX,Oncology,Holdings,Inc.,79.69,2.56113256,1.99,Buy,459969,3214917539.37422,,-1.5924,23,Commercial,Services,,,,,,
AM,Antero,Midstream,Corporation,10.405,3.53233831,0.355,Buy,11760975,4967968562.36416,14.56337637,0.7237,522,Industrial,Services,,,,,,,
AMAT,"Applied Materials, Inc.",144.2618,5.42370652,7.4218,Strong,Buy,28885619,130258090755.867,24.54594435,5.8111,24000,Producer,Manufacturing,,,,,,,,
AMBA,"Ambarella, Inc.",152.22,2.62944984,3.9,Strong,Buy,2352437,5580899430.37183,,-1.3412,786,Electronic,Technology,,,,,,,,
AMBC,"Ambac Financial Group, Inc.",13.56,0.44444444,0.06,Sell,693148,626698622.246696,,-3.1782,125,Finance,,,,,,,,,,
AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two",1.6192,5.14285714,0.0792,Sell,459239,36382468,,-0.5532,3666,Consumer,Services,,,,,,,,,
AMBP,Ardagh,Metal,Packaging,S.A.,10.34,-1.24164279,-0.13,Sell,3157553,6237947960.69772,,-0.1253,3,Finance,,,,,,,
AMC,"AMC Entertainment Holdings, Inc.",47.129,-6.04266348,-3.031,Buy,262679975,24192741959.9766,,-15.1373,28468,Consumer,Services,,,,,,,,,
AMCR,Amcor,plc,12.175,-1.01626016,-0.125,Buy,18958873,18729041797.6613,20.58432935,0.6041,46000,Process,Industries,,,,,,,,
AMCX,AMC,Networks,Inc.,47.65,3.9031836,1.79,Neutral,1505513,2011577243.84332,7.7710952,6.2507,2002,Consumer,Services,,,,,,,
AMD,"Advanced Micro Devices, Inc.",106.145,0.89828897,0.945,Buy,146539115,128750190350.876,37.70351328,2.8488,12600,Electronic,Technology,,,,,,,,,
AME,"AMETEK, Inc.",132.25,1.3953845,1.82,Buy,5734793,30576942524.9353,34.8085174,3.8073,16500,Producer,Manufacturing,,,,,,,,,
AMED,Amedisys,Inc,166.17,-7.81137309,-14.08,Strong,Sell,1031183,5422452403.21418,22.75891671,7.5601,21000,Health,Services,,,,,,,
AMEH,"Apollo Medical Holdings, Inc.",94.935,0.05796796,0.055,Strong,Buy,3065586,5253711801.38981,76.276562,1.2949,630,Health,Services,,,,,,,,
AMG,"Affiliated Managers Group, Inc.",160.895,0.23361575,0.375,Neutral,792599,6629810215.35705,16.31933247,10.2602,3900,Finance,,,,,,,,,,
AMGN,Amgen,Inc.,217.71,1.85263158,3.96,Sell,8474060,123627139183.159,22.18910534,9.8968,24300,Health,Technology,,,,,,,,
AMH,American,Homes,4,Rent,40.415,-0.4801773,-0.195,Buy,7029336,13071926850,128.37666455,0.316,1447,Finance,,,,,,,
AMK,"AssetMark Financial Holdings, Inc.",25.68,-0.31055901,-0.08,Buy,872492,1888662947.99058,,-0.0055,732,Finance,,,,,,,,,,
AMKR,"Amkor Technology, Inc.",29.42,5.94166367,1.65,Strong,Buy,4533826,7188591930.25849,15.17749145,1.9124,29050,Electronic,Technology,,,,,,,,
AMN,AMN,Healthcare,Services,Inc,AMN,Healthcare,Services,Inc,111.86,-1.64424514,-1.87,Buy,1183955,5286789850.52072,31.43468118,3.6246,3000,Commercial,Services,,
AMP,"Ameriprise Financial, Inc.",271.87,1.92704233,5.14,Buy,1530531,30924107770.9324,31.0076013,8.9651,12300,Finance,,,,,,,,,,
AMPE,"Ampio Pharmaceuticals, Inc.",1.685,12.33333333,0.185,Buy,17090084,337771648.21345,,-0.0806,18,Health,Technology,,,,,,,,,
AMPG,"Amplitech Group, Inc.",3.41,-5.01392758,-0.18,Sell,276810,31861918,,-0.3031,16,Electronic,Technology,,,,,,,,,
AMPH,"Amphastar Pharmaceuticals, Inc.",17.9,0.39259675,0.07,Sell,492023,859766845.346756,87.17698684,0.2192,1980,Health,Technology,,,,,,,,,
AMPY,Amplify,Energy,Corp.,4.17,15.19337017,0.55,Buy,1784966,158430917.809756,,-2.9069,189,Energy,Minerals,,,,,,,
AMR,"Alpha Metallurgical Resources, Inc.",53.39,-0.22425715,-0.12,Buy,1555179,982392883.634107,,-12.036,3250,Energy,Minerals,,,,,,,,,
AMRC,"Ameresco, Inc.",66.9,-3.8931188,-2.71,Buy,1369569,3437891279.72575,51.32697947,1.4019,1141,Industrial,Services,,,,,,,,,
AMRK,"A-Mark Precious Metals, Inc.",59.84,2.6591182,1.55,Strong,Buy,666410,675668259.884362,3.40621815,18.6586,351,Distribution,Services,,,,,,,,
AMRN,Amarin,Corporation,plc,5.16,-2.64150943,-0.14,Sell,7654872,2039346430,516,0.0105,1000,Health,Technology,,,,,,,
AMRS,"Amyris, Inc.",13.43,0.97744361,0.13,Neutral,9175599,4073543013.20843,,-1.8407,595,Process,Industries,,,,,,,,,
AMRX,"Amneal Pharmaceuticals, Inc.",4.865,-4.98046875,-0.255,Sell,4233125,1466285488.72626,84.47098976,0.0615,6000,Health,Technology,,,,,,,,,
AMS,American,Shared,Hospital,Services,2.79,-0.35714286,-0.01,Buy,430303,16371720,,-1.1209,10,Health,Services,,,,,,
AMSC,American,Superconductor,Corporation,12.8,-6.22710623,-0.85,Sell,790286,362600088.115942,,-0.9697,225,Producer,Manufacturing,,,,,,,
AMST,Amesite,Inc.,1.8589,-7.97524752,-0.1611,Sell,515046,40850770.2129444,,,19,Technology,Services,,,,,,,,
AMSWA,"American Software, Inc.",25.17,2.10953347,0.52,Buy,358331,837865443.362559,94.51287794,0.2744,424,Technology,Services,,,,,,,,,
AMT,American,Tower,Corporation,(REIT),297.13,1.10589356,3.25,Buy,3959486,135295306209,60.00767103,4.9755,5618,Finance,,,,,,,
AMTI,Applied,Molecular,Transport,Inc.,26.81,-4.01002506,-1.12,Sell,547375,1030165162.2206,,-2.2271,80,Health,Technology,,,,,,
AMTX,"Aemetis, Inc",14.53,10.07575758,1.33,Strong,Buy,4659165,460448682.79845,,-2.2835,164,Process,Industries,,,,,,,,
AMWD,American,Woodmark,Corporation,65.365,-0.58555133,-0.385,Sell,579086,1082984004.40369,24.46776499,2.668,10000,Producer,Manufacturing,,,,,,,
AMWL,American,Well,Corporation,10.62,-1.39275766,-0.15,Sell,5028121,2579471080.84704,,-0.7956,812,Technology,Services,,,,,,,
AMZN,"Amazon.com, Inc.",3480.5301,0.32803713,11.3801,Buy,9138534,1762681497845.71,60.57641699,58.5105,1298000,Retail,Trade,,,,,,,,,
AN,"AutoNation, Inc.",116.58,11.52779106,12.05,Strong,Buy,4005405,8346596667.84252,9.638838,11.5534,21600,Retail,Trade,,,,,,,,
ANAB,"AnaptysBio, Inc.",26.135,1.25920186,0.325,Buy,449019,716970851.467698,,-0.3193,94,Health,Technology,,,,,,,,,
ANAT,"American National Group, Inc.",190.15,-0.07882291,-0.15,Buy,343003,5112562982.53574,5.88531527,32.5718,4600,Finance,,,,,,,,,,
ANDE,"The Andersons, Inc.",29.1,-1.55615697,-0.46,Buy,416991,968527973.495575,13.41675039,2.2074,2359,Process,Industries,,,,,,,,,
ANET,"Arista Networks, Inc.",364.9,3.98381397,13.98,Buy,1814764,27993898313.0294,39.1512573,9.5659,2613,Electronic,Technology,,,,,,,,,
ANF,Abercrombie,&,Fitch,Company,37.43,5.88401697,2.08,Buy,5292635,2211457051.22677,8.42712437,4.4282,34000,Retail,Trade,,,,,,
ANGI,Angi,Inc.,12.5079,19.00951475,1.9979,Neutral,7403275,6306182734.18805,,-0.0761,5100,Technology,Services,,,,,,,,
ANGO,"AngioDynamics, Inc.",27.1,0,0,Buy,1011401,1041834382.14864,,-0.8209,800,Health,Technology,,,,,,,,,
ANIX,"Anixa Biosciences, Inc.",4.77,-4.6,-0.23,Buy,446667,142861037.87526,,-0.4054,4,Health,Technology,,,,,,,,,
ANNX,"Annexon, Inc.",22.35,18.56763926,3.5,Buy,1183497,856726424.965358,,-2.6834,48,Health,Technology,,,,,,,,,
ANPC,"AnPac Bio-Medical Science Co., Ltd.",3.46,-3.88888889,-0.14,Sell,38894,53310733,,,86,Health,Technology,,,,,,,,,
ANSS,"ANSYS, Inc.",375,0.37204572,1.39,Strong,Buy,1058789,32719696998.994,71.47651007,5.2946,4800,Technology,Services,,,,,,,,
ANTM,"Anthem, Inc.",374.32,4.70196638,16.81,Buy,4522231,91282078894.1358,22.0004347,17.2437,83400,Health,Services,,,,,,,,,
ANVS,"Annovis Bio, Inc.",31.56,-10.54421769,-3.72,Sell,714283,255653967.481711,,-1.1988,2,Health,Technology,,,,,,,,,
ANY,Sphere,3D,Corp.,6.82,4.1221374,0.27,Buy,158553608,401079234.854422,,-0.83,,Technology,Services,,,,,,,
AON,Aon,plc,291.86,-0.15053028,-0.44,Buy,4679142,65886563030.042,32.22783143,9.1584,50000,Finance,,,,,,,,,
AOS,A.O.,Smith,Corporation,66.8,-4.72115247,-3.31,Sell,3496050,10633112822.787,25.20154611,2.7373,13900,Producer,Manufacturing,,,,,,,
AOSL,Alpha,and,Omega,Semiconductor,Limited,28.95,0.94142259,0.27,Buy,773570,762921994.764582,13.41377198,2.2468,3939,Electronic,Technology,,,,,
AOUT,"American Outdoor Brands, Inc.",25.22,-2.62548263,-0.68,Sell,717181,355706079.76236,17.77714772,1.4329,317,Consumer,Durables,,,,,,,,,
APA,APA,Corporation,20.595,10.19261637,1.905,Buy,25599844,7785354044.97963,11.10034453,1.8783,2272,Energy,Minerals,,,,,,,,
APAM,Artisan,Partners,Asset,Management,Inc.,51.61,2.76782159,1.39,Buy,1224087,4079357697.53428,11.4811375,4.6244,453,Finance,,,,,,
APD,"Air Products and Chemicals, Inc.",267.595,-0.1511194,-0.405,Sell,3833338,59236074732.098,30.64728894,8.8352,19275,Process,Industries,,,,,,,,,
APDN,"Applied DNA Sciences, Inc.",5.21,-10.32702238,-0.6,Strong,Sell,628814,39002687.973384,,-2.3533,61,Health,Technology,,,,,,,,
APEI,"American Public Education, Inc.",26.04,-0.68649886,-0.18,Sell,359316,486799573.010477,22.0898337,1.1828,2940,Consumer,Services,,,,,,,,,
APEN,"Apollo Endosurgery, Inc.",9.32,-6.14300101,-0.61,Buy,420126,267511677.124601,,-0.5349,158,Health,Technology,,,,,,,,,
APG,APi,Group,Corporation,21.435,-2.21259124,-0.485,Neutral,15049781,4409906581.91483,,-1.2217,13000,Industrial,Services,,,,,,,
APH,Amphenol,Corporation,76.619,1.67064756,1.259,Strong,Buy,8351315,45832357230.5074,33.85767458,2.3461,80000,Electronic,Technology,,,,,,,
API,"Agora, Inc.",29.03,-7.16341541,-2.24,Strong,Sell,2007698,3403120809,,-0.364,842,Technology,Services,,,,,,,,
APLE,"Apple Hospitality REIT, Inc.",15.43,6.48723257,0.94,Strong,Buy,5796103,3489049772,,-0.5303,66,Finance,,,,,,,,,
APLS,"Apellis Pharmaceuticals, Inc.",33.935,-2.84855425,-0.995,Sell,10495044,2952456169.13915,,-5.7988,374,Health,Technology,,,,,,,,,
APM,Aptorum,Group,Limited,2.64,1.14942529,0.03,Sell,756643,94005457.3862816,17.22636816,0.1608,26,Health,Technology,,,,,,,
APO,"Apollo Global Management, Inc.",62.655,3.18675889,1.935,Buy,6547785,25298897110.4155,7.29583922,8.6378,1729,Finance,,,,,,,,,,
APOG,"Apogee Enterprises, Inc.",40.76,-0.12251899,-0.05,Buy,387019,1040472929.9685,48.46171912,0.8867,6100,Producer,Manufacturing,,,,,,,,,
APP,Applovin,Corporation,71.93,-7.04316361,-5.45,Buy,4949246,26783124100.8989,,-0.2973,902,Technology,Services,,,,,,,,
APPF,"AppFolio, Inc.",122.82,0.49091802,0.6,Neutral,306710,4504811838.16989,30.847423,4.0718,1335,Technology,Services,,,,,,,,,
APPH,"AppHarvest, Inc.",7.47,-0.53262317,-0.04,Sell,6345130,749112801.129412,,-2.0339,2,Process,Industries,,,,,,,,,
APPN,Appian,Corporation,101.15,-0.21702673,-0.22,Sell,1330082,7189991283.4203,,-0.6702,1460,Technology,Services,,,,,,,,
APPS,"Digital Turbine, Inc.",63.17,2.06818549,1.28,Buy,10376107,6070404530.34414,102.78831876,0.6585,280,Technology,Services,,,,,,,,,
APR,"Apria, Inc.",38.038,0.12634904,0.048,Buy,1102046,1341085923.75918,,,6500,Health,Services,,,,,,,,,
APRE,"Aprea Therapeutics, Inc.",4.73,3.05010893,0.14,Sell,1673128,100213687.346983,,-2.2481,,Health,Technology,,,,,,,,,
APRN,"Blue Apron Holdings, Inc.",5.4603,40.00769231,1.5603,Buy,34017060,128870843.164492,,-3.4912,2045,Retail,Trade,,,,,,,,,
APSG,Apollo,Strategic,Growth,Capital,9.79,0.41025641,0.04,Buy,386054,999571282.091095,47.06165703,0.2076,2,Finance,,,,,,,
APT,"Alpha Pro Tech, Ltd.",7.5426,-4.8852459,-0.3874,Sell,2726723,99692434.4305263,4.92587915,1.5507,115,Health,Technology,,,,,,,,,
APTS,"Preferred Apartment Communities, Inc.",11.67,-0.76530612,-0.09,Buy,1293498,604818252,,-2.9453,402,Finance,,,,,,,,,,
APTV,Aptiv,PLC,149.445,2.05203496,3.005,Buy,6284029,40426004673.5043,42.12035166,3.6717,151000,Producer,Manufacturing,,,,,,,,
APTX,Aptinyx,Inc.,2.37,-2.86885246,-0.07,Strong,Sell,454668,160486265.2875,,-0.946,34,Health,Services,,,,,,,
AQB,"AquaBounty Technologies, Inc.",4.145,-4.93119266,-0.215,Sell,1815908,294402777.914081,,-0.3619,72,Health,Technology,,,,,,,,,
AQMS,"Aqua Metals, Inc.",2.02,-5.16431925,-0.11,Sell,1970413,140304166.198113,,-0.4585,21,Non-Energy,Minerals,,,,,,,,,
AQST,"Aquestive Therapeutics, Inc.",4.22,-4.74040632,-0.21,Neutral,1088897,164100868.706731,,-1.8407,187,Health,Technology,,,,,,,,,
AQUA,Evoqua,Water,Technologies,Corp.,37.27,-1.68820892,-0.64,Buy,2388590,4481081680.33165,81.65654814,0.4758,4020,Industrial,Services,,,,,,
AR,Antero,Resources,Corporation,17.075,7.18769617,1.145,Strong,Buy,26402813,5359243076.06116,,-3.4872,522,Energy,Minerals,,,,,,
ARAV,"Aravive, Inc.",3.8567,-2.85390428,-0.1133,Sell,259187,79887702.5409974,,-1.7051,17,Health,Technology,,,,,,,,,
ARAY,Accuray,Incorporated,3.59,-1.91256831,-0.07,Sell,2950910,326074912.991429,,-0.069,995,Health,Technology,,,,,,,,
ARC,"ARC Document Solutions, Inc.",3.1676,18.19402985,0.4876,Strong,Buy,1650455,137151073.205588,15.69532602,0.1742,1750,Commercial,Services,,,,,,,,
ARCB,ArcBest,Corporation,73,7.95622597,5.38,Strong,Buy,1140268,1865702868.21673,13.9471019,5.3967,13000,Transportation,,,,,,,,
ARCE,Arco,Platform,Limited,22.86,-3.5443038,-0.84,Sell,486180,1302053587.57772,,-0.0430249,2746,Technology,Services,,,,,,,
ARCH,"Arch Resources, Inc.",80.095,-5.73731905,-4.875,Buy,1101087,1224978178.83199,,-16.3865,3200,Energy,Minerals,,,,,,,,,
ARCO,Arcos,Dorados,Holdings,Inc.,5.54,3.74531835,0.2,Sell,1939481,1164655891.76321,,-0.1561,73438,Consumer,Services,,,,,,
ARCT,Arcturus,Therapeutics,Holdings,Inc.,53.09,-0.31918888,-0.17,Buy,1459746,1397704487.13597,,-6.3861,118,Health,Technology,,,,,,
ARDS,Aridis,Pharmaceuticals,Inc.,3.88,-1.7721519,-0.07,Sell,92403,47023408.77,,-2.4951,33,Health,Technology,,,,,,,
ARDX,"Ardelyx, Inc.",1.3488,-0.82352941,-0.0112,Sell,10569353,139086919.944567,,-1.3129,129,Health,Technology,,,,,,,,,
ARE,"Alexandria Real Estate Equities, Inc.",198.71,-0.49076068,-0.98,Buy,2290707,30292814087,30.3871372,6.5553,470,Finance,,,,,,,,,,
AREC,American,Resources,Corporation,2.17,-5.65217391,-0.13,Sell,5507186,130337766.607477,,-0.5407,10,Energy,Minerals,,,,,,,
ARES,Ares,Management,Corporation,79.92,1.25427594,0.99,Buy,2063423,13063654993.1429,45.01531133,1.7977,1450,Finance,,,,,,,,
ARGO,"Argo Group International Holdings, Ltd.",51.35,2.98836743,1.49,Neutral,518594,1789672597.31925,42.43645636,1.2314,1448,Finance,,,,,,,,,,
ARI,"Apollo Commercial Real Estate Finance, Inc",15.22,2.76839973,0.41,Buy,1857855,2124990686,11.39876932,1.3784,,Finance,,,,,,,,,,
ARKO,ARKO,Corp.,10.15,1.5,0.15,Strong,Buy,3066224,1262942187.0504,438.0952381,0.0356,10380,Retail,Trade,,,,,,,
ARL,"American Realty Investors, Inc.",10.46,-1.96813496,-0.21,Sell,24082,168950366.863939,,-0.0489,,Finance,,,,,,,,,,
ARLO,"Arlo Technologies, Inc.",6.355,0.55379747,0.035,Buy,2312607,527219486.842563,,-0.8314,359,Consumer,Durables,,,,,,,,,
ARLP,"Alliance Resource Partners, L.P.",9.95,6.64523044,0.62,Buy,1580393,1265592487.49748,9.80740741,1.0125,2924,Energy,Minerals,,,,,,,,,
ARMK,Aramark,32.7,0.24524831,0.08,Sell,6530573,8346403461.84448,,-1.0844,247900,Consumer,Services,,,,,,,,,
ARNA,"Arena Pharmaceuticals, Inc.",59.3,-0.15154066,-0.09,Sell,1218879,3621712717.82535,,-8.1665,363,Health,Technology,,,,,,,,,
ARNC,Arconic,Corporation,33.05,-4.20289855,-1.45,Neutral,2552184,3614911672.72884,,-3.9496,13400,Non-Energy,Minerals,,,,,,,,
AROC,"Archrock, Inc.",7.735,5.0951087,0.375,Sell,2508797,1191507382.44207,34.44685466,0.2306,1250,Industrial,Services,,,,,,,,,
ARQT,"Arcutis Biotherapeutics, Inc.",22.21,5.01182033,1.06,Sell,467188,1115870208.72268,,-3.4068,54,Health,Technology,,,,,,,,,
ARR,"ARMOUR Residential REIT, Inc.",10.735,-1.42332415,-0.155,Sell,5979055,891648865,4.99790395,2.1798,,Finance,,,,,,,,,,
ARRY,"Array Technologies, Inc.",18.16,3.00623936,0.53,Buy,6790293,2435133191.49669,,-0.1113,389,Electronic,Technology,,,,,,,,,
ARTL,"Artelo Biosciences, Inc.",0.8,-10.10225868,-0.0899,Strong,Sell,585513,19595185.4545455,,-0.5534,3,Retail,Trade,,,,,,,,
ARVL,Arrival,12.415,-0.52083333,-0.065,Sell,4274209,7702654888.69255,,-0.1639,1500,Consumer,Durables,,,,,,,,,
ARVN,"Arvinas, Inc.",92.69,-4.51220769,-4.38,Strong,Buy,1172262,4880472647.64506,,-3.6555,179,Health,Technology,,,,,,,,
ARW,"Arrow Electronics, Inc.",115.64,0.81074013,0.93,Buy,1519073,8305183641.21111,10.22765977,11.285,19600,Distribution,Services,,,,,,,,,
ARWR,"Arrowhead Pharmaceuticals, Inc.",63.41,-0.90639162,-0.58,Sell,1538602,6611079149.83074,,-1.2205,232,Health,Technology,,,,,,,,,
ASAN,"Asana, Inc.",119.186,22.10429259,21.576,Strong,Buy,15945805,21918409856.7386,,-1.6176,1080,Technology,Services,,,,,,,,
ASB,Associated,Banc-Corp,20.66,-0.19323671,-0.04,Neutral,5009222,3160304987.07188,11.56033906,1.8064,,Finance,,,,,,,,,
ASC,Ardmore,Shipping,Corporation,3.38,-3.97727273,-0.14,Sell,720031,116149927.765043,,-1.2867,1046,Transportation,,,,,,,,
ASGN,ASGN,Incorporated,110.42,-1.45470772,-1.63,Buy,786489,5841217977.29202,27.14365459,4.1711,55200,Commercial,Services,,,,,,,,
ASH,Ashland,Global,Holdings,Inc.,93.5212,1.06029825,0.9812,Buy,1312380,5679856226.3638,29.76599364,3.1651,4500,Process,Industries,,,,,,
ASIX,AdvanSix,Inc.,36.85,-2.53901084,-0.96,Buy,652156,1036169962.06645,10.81160013,3.4985,1400,Process,Industries,,,,,,,,
ASLN,ASLAN,Pharmaceuticals,Limited,3,-3.22580645,-0.1,Neutral,1889354,210243974,,-0.2557,18,Health,Technology,,,,,,,
ASMB,"Assembly Biosciences, Inc.",3.21,-0.61919505,-0.02,Sell,2901399,144358873.115625,,-2.4886,139,Health,Technology,,,,,,,,,
ASND,Ascendis,Pharma,A/S,157.5,1.98135198,3.06,Buy,584510,8931999163,,-10.1969,,Health,Technology,,,,,,,
ASO,"Academy Sports and Outdoors, Inc.",45.935,0.42632269,0.195,Buy,17497473,4294758315.38578,8.53912526,5.4654,22000,Retail,Trade,,,,,,,,,
ASPN,"Aspen Aerogels, Inc.",44.03,3.0664794,1.31,Buy,806541,1455140401.54151,,-0.9388,290,Process,Industries,,,,,,,,,
ASPS,Altisource,Portfolio,Solutions,S.A.,10.6,-5.27256479,-0.59,Neutral,282321,168507470.526316,,-3.8737,,Finance,,,,,,,
ASPU,Aspen,Group,Inc.,5.75,4.9270073,0.27,Sell,758119,143356493.165468,,-0.4343,1086,Consumer,Durables,,,,,,,
ASRT,"Assertio Holdings, Inc.",0.9577,-2.91941206,-0.0288,Strong,Sell,924337,42611951.7995217,,,,Health,Technology,,,,,,,,
ASTC,Astrotech,Corporation,1.035,-3.27102804,-0.035,Sell,1562771,51219551.6571429,,-0.7744,27,Electronic,Technology,,,,,,,,
ASTE,"Astec Industries, Inc.",55.945,-1.08734088,-0.615,Sell,265702,1273188357.41378,37.18828341,1.5343,3537,Producer,Manufacturing,,,,,,,,,
ASTR,"Astra Space, Inc.",9.395,-3.04437564,-0.295,Sell,8591338,2418819691.17787,,-0.8512,3,Electronic,Technology,,,,,,,,,
ASTS,"AST SpaceMobile, Inc.",11.53,-1.19965724,-0.14,Buy,3804076,2093037485.54537,,-2.2004,,Communications,,,,,,,,,,
ASXC,"Asensus Surgical, Inc.",1.975,-3.65853659,-0.075,Sell,14239168,462789888.915816,,-0.4286,138,Commercial,Services,,,,,,,,,
ASZ,Austerlitz,Acquisition,Corporation,II,9.76,0.1025641,0.01,Buy,1301462,1924114364.348,,,5,Finance,,,,,,,
ATAX,"America First Multifamily Investors, L.P. - Beneficial",7.0025,5.77794562,0.3825,Strong,Buy,537355,423429993.134339,35.47400612,0.1962,,Finance,,,,,,,,,
ATC,Atotech,Limited,24.14,0.58333333,0.14,Buy,747191,4699957530.76119,,-1.1369,3862,Process,Industries,,,,,,,,
ATCO,Atlas,Corp.,16.36,3.67553866,0.58,Strong,Buy,3484801,4037834197.50123,28.17096383,0.6227,5300,Finance,,,,,,,,
ATCX,"Atlas Technical Consultants, Inc.",9.91,-0.30181087,-0.03,Sell,857969,366730423.877895,,-1.1895,3200,Industrial,Services,,,,,,,,,
ATEC,"Alphatec Holdings, Inc.",14.115,0.46263345,0.065,Buy,3722670,1413154031.7383,,-1.2398,296,Health,Technology,,,,,,,,,
ATEN,"A10 Networks, Inc.",14.69,6.99198835,0.96,Strong,Buy,2453636,1128322854.45935,49.74721941,0.3057,740,Technology,Services,,,,,,,,
ATER,"Aterian, Inc.",10.1095,-14.32627119,-1.6905,Sell,414658424,361260597.556622,,-6.5471,151,Technology,Services,,,,,,,,,
ATEX,Anterix,Inc.,57.32,-5.44374794,-3.3,Buy,315608,1024099298.3471,,-2.9219,69,Communications,,,,,,,,,
ATGE,Adtalem,Global,Education,Inc.,38.325,2.36378205,0.885,Buy,678649,1901709804.92999,25.75665656,1.4934,4426,Consumer,Services,,,,,,
ATH,Athene,Holding,Ltd.,70.02,2.97058824,2.02,Buy,4309459,13441739601.3038,3.81634418,19.0323,1350,Finance,,,,,,,,
ATHA,"Athira Pharma, Inc.",10.25,-7.07162285,-0.78,Sell,1238089,382283355.946482,,-1.1324,22,Health,Technology,,,,,,,,,
ATHM,Autohome,Inc.,42.28,-6.7490075,-3.06,Strong,Sell,2359532,5616763223.8859,10.52968239,4.0691,3905,Technology,Services,,,,,,,
ATHN,Athena,Technology,Acquisition,Corp.,9.94,-0.07037298,-0.007,Buy,40189,340610687.687815,,,3,Finance,,,,,,,
ATHX,"Athersys, Inc.",1.455,-6.12903226,-0.095,Strong,Sell,4970591,329201171.489796,,-0.455,97,Health,Technology,,,,,,,,
ATI,Allegheny,Technologies,Incorporated,17.345,0.1443418,0.025,Sell,4650503,2207075649.95738,,-9.6998,6500,Non-Energy,Minerals,,,,,,,
ATIF,ATIF,Holdings,Limited,3.737,-18.40611354,-0.843,Strong,Sell,1338896,34236114.8192708,,-1.6348,97,Finance,,,,,,,
ATIP,"ATI Physical Therapy, Inc.",3.7,-6.32911392,-0.25,Sell,2816689,727579306.229508,,-3.0707,,Health,Services,,,,,,,,,
ATKR,Atkore,Inc.,90.62,3.54204753,3.1,Buy,1294605,4177827991.11052,9.99878803,9.2042,3700,Producer,Manufacturing,,,,,,,,
ATMR,Altimar,Acquisition,Corp.,II,9.8801,0.30558376,0.0301,Strong,Buy,127958,426079297.469422,,,,Finance,,,,,,
ATNF,180,Life,Sciences,Corp.,6.16,10.99099099,0.61,Neutral,8430413,207994531.733333,,,6,Health,Technology,,,,,,
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",6.65,10.46511628,0.63,Sell,1785677,134295884.42899,,-1.2714,32,Health,Technology,,,,,,,,,
ATNX,"Athenex, Inc.",3.5,4.79041916,0.16,Sell,7041869,382577099.705015,,-1.5697,605,Health,Technology,,,,,,,,,
